row	stimulus	all_responses
312	abb,aabbbb,aaabbbbbb,aaaabbbbbbbb,aaaaabbbbbbbbbb,aaaaaabbbbbbbbbbbb,aaaaaaabbbbbbbbbbbbbb	aaaaaaaabbbbbbbbbbbbbbbb:40,aaaaaaaabbbbbbbbbbbbbbb:7,aaaaaaaabbbbbbbbbbbbb:2,aaaaaaaaaabbbbbbbbbbbbbbb:2,aaaaaaaabbbbbbbbbbbb:2,aaaaaaaabbbbbbbbbbbbbbbbb:2,aaaaaaaaaaabbbbbbbbbbb:1,aaaaaaaaaaabbbbbbbbbbbb:1,aaaaaaabbbbbbbbbbbb:1,bbbaabbbaabbbaaabbbbb:1,bbbbbbbaaaaaaaaaa:1,aaaaaaaaabbbbbbbbbbbbbbbbbb:1,aaaaabbbbb:1,aaaaaaaaaaaaaaaabbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb:1,bbbbbbbcccccccccccc:1,aaaaaaabbbbbb:1,bcc:1,aaaaaaabbbbbba:1,aaaaaaaabbbbbbb:1,aaaaaaaaabbbbbbbbbb:1,bbbbbbbcccccccccccccccc:1,aacc:1,bbbbbbbbaaaaaaaaaaaaaaaa:1,abbabbabba:1,aaaaaaaabbbbbbbbbbbbbbbbbb:1,aaa:1,aaaaaaaaaaaaaaabbbbbbbbbbbbbbbbbbbbbbbbbbbb:1,aaaaaaaabbbbbbbbbbbbbb:1,aaaabb:1,aaaaaaaabbbbbbbbb:1,bbbbbbbb:1,bc:1,aaaaaaabbbbbbbbbbbbbbbb:1
313	abb,aabbbb,aaabbbbbb,aaaabbbbbbbb,aaaaabbbbbbbbbb,aaaaaabbbbbbbbbbbb,aaaaaaabbbbbbbbbbbbbb,aaaaaaaabbbbbbbbbbbbbbbb	aaaaaaaaabbbbbbbbbbbbbbbbbb:39,aaaaaaaaabbbbbbbbbbbbbbbbb:4,aaaaaaaaabbbbbbbbbbbbbbbb:3,aaaaaaaaabbbbbbbbbbbbbbbbbbb:2,aaaaaaaabbbbbbbbbbb:2,aaaaaaaaaabbbbbbbbbbbbbbbbbbbb:2,aaaaaaaaabbbbbbbbbbbbbbbbbbbb:2,aaaaaaaaabbbbbbbbbbbb:2,aaaaaaaaaaaabbbbbbbbbbbbbbbbbbbb:1,aaaaaaaaaabbbbbbbbbbbbbbbb:1,aaaaaaaaaaaaaabbbbbbbbbbbbb:1,aaaaaaaaaaaaaaaabbbbbbbbbbbbbbbbb:1,bbbbbbbaaaaaaaabbbbbbbbb:1,aaaaaaaaabbbbbbbbbbbbbb:1,bbbbbbbbaaaaaaaaaaa:1,aaaaaaaabbbbbbbbbbbbbbbbbb:1,aaaaaabbbbbbbbbbbbbbbbbbbbb:1,bbbbbbbbcccccccccccccc:1,aaaaaaaabbbbbbb:1,ccb:1,aaaaaaaaaaaabbbbbbbbbbbbbbbb:1,aaaaaababbbbbbb:1,aabb:1,aaaaaaaabbbbbbbbbbbbbbbbbbbb:1,aaaaaaaaaabbbbbbbbbb:1,bbbbbbbbccccccccccccccccc:1,aaaccc:1,bbbbbbbbbbaaaaaaaaaaaaaaaaaaaa:1,aaaaaaaaaabbbbbbbbbbbbbbbbbbb:1,abbbbbba:1,aaab:1,bbbbaa:1,aaabbbbb:1,cc:1
314	abb,aabbbb,aaabbbbbb,aaaabbbbbbbb,aaaaabbbbbbbbbb,aaaaaabbbbbbbbbbbb,aaaaaaabbbbbbbbbbbbbb,aaaaaaaabbbbbbbbbbbbbbbb,aaaaaaaaabbbbbbbbbbbbbbbbbb	aaaaaaaaaabbbbbbbbbbbbbbbbbbbb:36,aaaaaaaaaabbbbbbbbbbbbbbbbbbb:5,aaaaaaaaaabbbbbbbbbbbbbbbbbbbbb:4,aaaaaaaaabbbbbbbbbbbbbbbbbbbb:2,aaaaaaaaabbbbbbbbbbbbbbbbbbb:2,aaaaaaaaaaabbbbbbbbbbbbbbbbbbbbbb:2,aaaaaaaaaaaaaaaaaaaaaaabbbbbbbbbbbbbbbbbbbbbbbbbbb:1,aaaaaaaaaaaaaaabbbbbbbbbbbbbbbbb:1,aaaaaaaaaabbbbbbbbbbbbbbbbbbbbbba:1,aaaaaaaaaaaaaaabbbbbbbbbbbbbbbb:1,aaaaaaaaabbbbbbbbbbbbbb:1,bbbbbbbbbbbbbbbbbaaaaaaaaa:1,aaaaaaaaaabbbbbbbbbbbbbbb:1,bbbbbbbbbaaaaaaaaaaaa:1,aaaaaaaaaabbbbbbbbbbbbbbbbbbbbbbbb:1,aaaaaaaaaaaaaaaaabbbbbbbbbbbbbbbb:1,aaaaaaaaaabbbbbbbbbbbbbbbbb:1,aaaaaaaaaaaaaaaaaaaaaabbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb:1,bbbbbbbbbcccccccccccccccc:1,aaaaaaaaaabbbbbbbbbbbb:1,aaaaaaabbbbb:1,aaaaaaaaaabbbbbbbbbbbbbbbbbbbbbbb:1,aac:1,aaaaaaaaaaaaabbbbbbbbbbbbbbbbb:1,aaaaaaaaaabbbbbbbbbb:1,aaaaaaaaaaabbbbbbbbbbbbbbbbbbb:1,aaaaaaaaaaabbbbbbbbbbbbbbbb:1,aaaaaaaaaabbbbbbbbbbb:1,bbbbbbbbbbccccccccccccccccccc:1,aaaaaccccc:1,bbbbbbbbbbaaaaaaaaaaaaaaaaaaaaa:1,aabbaabbaabbb:1,babb:1,aaabbbb:1,aaaaaaaaaabbbbbbbbbbbbbb:1,aaaaaaaaaaaaabbbbb:1,bbb:1
315	abb,aabbbb,aaabbbbbb,aaaabbbbbbbb,aaaaabbbbbbbbbb,aaaaaabbbbbbbbbbbb,aaaaaaabbbbbbbbbbbbbb,aaaaaaaabbbbbbbbbbbbbbbb,aaaaaaaaabbbbbbbbbbbbbbbbbb,aaaaaaaaaabbbbbbbbbbbbbbbbbbbb	aaaaaaaaaaabbbbbbbbbbbbbbbbbbbbbb:35,aaaaaaaaaaabbbbbbbbbbbbbbbbbbbbb:6,aaaaaaaaaabbbbbbbbbbbbbbbbbbbbbb:3,aaaaaaaaaaaabbbbbbbbbbbbbbbbbbbbbbbb:3,aaa:2,aaaaaaaaaaaaaaaaaaaaaaaabbbbbbbbbbbbbbbbbbbbbbbbbb:1,aaaaaaaaaaaaaaabbbbbbbbbbbbbbbbbbbb:1,aaaaaaaaaaabbbbbbbbbbbbbbbbbbbbbbbbb:1,aaaaaaaaaaaaaaaaaaaaaabbbbbbbbbbbbbbbbbbb:1,aaaaaaaaaabbbbbbbbbbbbbbbbbbbbbbbbb:1,aaaaaaaaaabbbbbbbbbbbbbbbb:1,bbbbbbbbbbbbbbbbbaaaaabbbaaaa:1,aaaaaaaaaaabbbbbbbbbbbbbbbbb:1,bbbbbbbbbbaaaaaaaaaaaaa:1,aaaaaaaaaaabbbbbbbbbbbbbbbbbbbbbbbbbb:1,aaaaaaaaaaaaaaaaaaabbbbbbbbbbbbbbbbbbbbb:1,aaaaaaaaaaabbbbbbbbbbbbbbbb:1,bbbbbbbbbbcccccccccccccccccc:1,aaaaaaaaaaabbbbbbbbbbbb:1,ababababab:1,aaaaaaaaaaabbbbbbbbbbbbbbbbbbbbbbbb:1,aaaaaaaaaaaabbbbbbbbbbbbbbb:1,aaaaaaaabbbbbbbbbbbb:1,aaaaabbbbb:1,aaaaaaaaabbbbbbbbbbbbbbbbbbbb:1,aaaaaaaaaaaaabbbbbbbbbbbbbbbbb:1,aaaaaaaaaaabbbbbbbbbbbbbbbbbbbbbbbbbbbbbb:1,aaaaaaaaaaaaabbbbbbbbbbb:1,bbbbbbbbbbbbbbbbcccccccccccccccccccccccccccc:1,aaaaaaaaacccccccc:1,bbbbbbbbbbbbbbbbaaaaaaaaaaaaaaaaaa:1,aaaaaaaaaaabbbbbbbbbbbbbbbbbbbbbbb:1,cbbbcbbbcbbb:1,aaaaaaaaaaaabbbbbbbbbbbbbbbbbbbbbbb:1,abab:1,bbbaaaa:1,aaaaaaaaaaabbbbbbbbbbbbbbb:1,aaaaaaaaaaaaaaaaaaaabbbbbbbbbbbbbbb:1
316	abb,abbb	abbbb:60,baaa:3,abbc:2,aabbb:1,cca:1,a:1,abbba:1,cab:1,bbbbaaaa:1,bbaac:1,bccc:1,bc:1,acccc:1,bbbb:1,aaaaaaaaaabbbbbbccccccc:1,caaa:1,b:1,abbbbbb:1,abba:1,aaaaaaaaaaacccccc:1,bab:1,accc:1,bababa:1
317	abb,abbb,abbbb	abbbbb:66,baaaa:3,caaaa:2,acccc:2,abc:1,aaa:1,abbbbbbbbbbbbbbb:1,abbcaa:1,bcccc:1,cba:1,baac:1,aaaccccccbbbb:1,ba:1,bbbbbbbbbbbbbbbbcccccccccc:1,abbbbbbbb:1,caba:1
318	abb,abbb,abbbb,aabbb	aabbbb:25,aaabbb:14,aaabb:12,aaabbbb:6,abbbbbb:3,bbaaa:3,ccaaa:2,aabb:2,aababbb:1,bbbcc:1,ababa:1,aaaa:1,aaab:1,abbbbb:1,aabbbba:1,abbba:1,bbccc:1,aaa:1,caab:1,aaccc:1,aaaabbbbbccccbbb:1,ab:1,aaaaaaaaaaaaaaaabbbbbbbbbbbbbcccccccc:1,aabbbbbbaaabbb:1,acccccc:1,caca:1
319	abb,abbb,abbbb,aabbb,abbbbb	abbbbbb:25,aabbbbb:8,aabbbb:7,bbbbbb:5,aaabbb:5,aaabbbb:4,abbbbbbb:4,aabbbbbb:3,aabb:2,caaaaa:2,bbb:2,baaaaa:2,bbbccccc:1,aaaaa:1,abbbbbbbbbbbbb:1,aabbbba:1,aaabb:1,bccccc:1,baaca:1,accccc:1,aaaaacccccbbbbb:1,aaaab:1,bbbbbc:1,ccccccccccccccaaaaabbbbbbbbbcc:1,aaabbbbb:1,abbbbba:1,accccccc:1,cabacaa:1
320	abb,abbb,abbbb,aabbb,abbbbb,aabbbb	aabbbbb:14,abbbbbb:12,aaabbb:9,aaabbbb:7,aaabbbbb:5,abbbbbbb:5,aabbbbbb:5,aaaabbbb:3,ccaaaa:2,abbbbbbbb:2,bbaaaa:2,aabbbbbbb:2,aaacc:1,aaaaaa:1,aaaab:1,aabbbbaa:1,bacbca:1,bbcccc:1,ccc:1,abbbc:1,aacccc:1,aacccccbbbbbb:1,aaab:1,bba:1,bbbbbbbbbbbbbbbbaaaaaaaaaaccccccaaa:1,ababbbb:1,aaccccc:1,bababacaa:1,abbbbbbbbb:1
321	abb,abbb,abbbb,aabbb,abbbbb,aabbbb,aaabbbb	aaaabbbb:15,aaabbbbb:15,aaaabbbbb:10,aaaabbb:5,aabbbbbb:4,aabbbbb:3,abbbbbbb:2,cccaaaa:2,aaaaabbbb:2,bbbaaaa:2,aabbbbbbb:1,aabbababab:1,bbca:1,aaabbaa:1,aaaaaaa:1,aaaaaabbbbb:1,abbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb:1,aaaabbbbc:1,abbabb:1,abbbbbbbb:1,bbbcccc:1,bca:1,baacc:1,aaacccc:1,aaaaaaaccccccbbbbbb:1,aaabbb:1,bbbb:1,bbbbbbbbbbbbccccccccbbbbbbbbbbbaaaaaacccccccccc:1,aaaabb:1,aabbbbbaabbbb:1,abababab:1,aaaabbbbbb:1,aaacccccc:1,bacacab:1,abbbbbbbbbbb:1
322	abb,abbb,abbbb,aabbb,abbbbb,aabbbb,aaabbbb,abbbbbb	abbbbbbb:12,aabbbbbb:9,aabbbbbbb:7,aabbbbb:7,aaaabbbbb:6,aaaabbbb:5,aaabbbbbb:4,caaaaaa:2,aaaaabbbbbb:2,aaaaabbbbb:2,aaabbbbb:2,aaaaabb:2,baaaaaa:2,ccbb:1,aabb:1,aaaaaaaa:1,abbbbbbbb:1,aaabbbbbbbbbb:1,aaabba:1,abaaba:1,bcccccc:1,cbaa:1,accba:1,acccccc:1,bbbbaaaaacccc:1,aaaaaabbbbbb:1,ababbbb:1,abbbbbba:1,cccccccccccccccaaaaaaaaccccccbbbbbbbbbbbcccccccccc:1,abbbaabb:1,aaaaabbbb:1,abbbbbbbbb:1,abababacaba:1,accccccccc:1,bacaab:1,acb:1
323	abb,abbb,abbbb,aabbb,abbbbb,aabbbb,aaabbbb,abbbbbb,abbbbbbb	abbbbbbbb:20,abbbbbbbbb:10,aabbbbbb:7,aabbbbbbb:7,aaaabbbbb:4,aaabbbbb:4,aaaaabbbbbb:2,caaaaaaa:2,baaaaaaa:2,aaaabbbb:2,aaaabbbbbb:1,aabbbbbbba:1,aaabbbbbbb:1,abbbbbbbbbbb:1,aacc:1,abbbbba:1,aabbbbbbbb:1,aaaaaaaaaa:1,abbbbbbbbbbbbbbbbbbbbbbbbbbbbb:1,abbbbbba:1,ababbbb:1,bccccccc:1,bcca:1,accb:1,accccccc:1,aaacccccbbbbb:1,bbbbcccbbbbbbbbbaaaaaaaaaaaaaaac:1,baaaaaaaa:1,aaaaaabbbbb:1,abbbbbbbbbbbb:1,abbbbabbb:1,aaabbbbbb:1,aaaaccccccccc:1,bbbccaa:1,abbbbbbbbbb:1
324	abb,abbb,abbbb,aabbb,abbbbb,aabbbb,aaabbbb,abbbbbb,abbbbbbb,aaabbbbb	aaaabbbbbb:12,aaabbbbbb:8,abbbbbbbb:7,aaaabbbbb:7,aabbbbbbbb:5,abbbbbbbbb:4,aabbbbbbb:4,bbbaaaaa:3,aaaabbbb:2,aabbbbbb:2,cccaaaaa:2,aaaaaabbbbbbb:1,aaabbbbbbb:1,aaaaabbbbbbbbbb:1,aaaaaaabbbbb:1,bbcc:1,aaaaaaaaaaa:1,aaaaaaabbbbbb:1,bacbaa:1,abbcabb:1,abbbbbbbbbbb:1,abbbabbb:1,aaaaabbbbb:1,bbbccccc:1,bbbbcccaaa:1,accca:1,aaaccccc:1,aaaaccccccbbbbbb:1,abababab:1,aaabbbaaa:1,abbbbbba:1,cccccccbbbbbccccbbbbccccccaaaaa:1,aaabbbbbbbb:1,abbabaababba:1,abbbbbbbbbb:1,aaaaabbbbbb:1,aaaccccccc:1,acacaca:1,abbbbbabbb:1,abbbbbbbbbbbbbb:1
325	abb,acb	abc:17,aab:9,bac:8,acbb:6,acc:6,bca:4,cab:4,cba:3,accb:3,acba:2,bcb:2,bab:2,baa:2,caba:1,abca:1,abcb:1,bc:1,acbacb:1,ccb:1,cbb:1,aaaabbbb:1,ab:1,aaa:1,aaccbb:1,acbca:1,aacb:1,cabbca:1,c:1
326	abb,acb,aaab	aacb:9,aabb:8,aaac:8,abbb:5,aaaab:4,aaabb:4,aaacb:4,cccb:3,bbba:3,aaaa:3,acbbb:2,acccb:2,aab:2,aabba:2,bac:2,ccca:1,abbac:1,bbbc:1,bbaa:1,ba:1,aacbb:1,bba:1,aaaabb:1,aaabbbc:1,aaaccbb:1,bbbbbb:1,abab:1,baaab:1,baaac:1,aabc:1,caaaa:1,aba:1,aaabc:1,abc:1,aaaba:1,bacba:1,cab:1
327	abb,acb,aaab,abbb	accb:12,acbb:6,abbbb:6,accc:5,aabbb:3,ab:3,aaccbb:2,bccc:2,cbbb:2,acccb:2,bbba:2,baaa:2,aabb:2,abbba:2,accba:1,aaabbc:1,bcab:1,acbc:1,abbbcc:1,acbbb:1,aacb:1,bcccbccc:1,abbbbbbb:1,acbaa:1,abbbccc:1,caab:1,abbbc:1,aaaab:1,abccc:1,bbaa:1,abcab:1,accbb:1,bcccccc:1,ccca:1,aaac:1,bbbb:1,abbbbb:1,abbbba:1,cab:1,aaacbbb:1,acccbb:1,caba:1,accbbbb:1,aaabb:1,aacbb:1,acccc:1
328	abb,acb,aaab,abbb,aabcb	aaabcb:7,aabbb:5,aabcba:4,aabcbb:3,aaaab:3,aabbc:3,aabbcbb:3,aabcbaa:2,aabccb:2,bbcac:2,abcbc:2,aaacb:2,bbaca:2,abbbcb:2,aabbcb:2,aacab:2,abcac:1,acbabc:1,abcbb:1,aabcbcba:1,aaabbccb:1,abacab:1,cab:1,ccbab:1,aabbcc:1,bbacb:1,abbcccbb:1,aabab:1,abccc:1,ababb:1,acab:1,aacbb:1,abbbb:1,cabb:1,ccccccc:1,aacb:1,aaabb:1,acbacb:1,aaabbc:1,aabcbca:1,cabbaa:1,aaabcbbcb:1,bca:1,aaaaab:1,abba:1,acbbaaa:1,abbc:1,abcb:1,abbcb:1,aabcbc:1,b:1,caaa:1,aaabbcc:1
329	abb,acb,aaab,abbb,aabcb,acacb	acacba:6,aacacb:3,acab:2,aaaab:2,babac:2,bca:2,acabb:2,acacacb:2,acacbb:2,abcab:2,ababc:2,abacab:2,abbbb:2,abac:2,abaca:1,bcabca:1,aaccaccb:1,aabab:1,aabbccab:1,abacba:1,bcba:1,abcacc:1,acbab:1,acabac:1,cacab:1,acbbb:1,bcbca:1,acabcb:1,accc:1,acacbacb:1,acacc:1,acacabb:1,abccb:1,abacca:1,abbcb:1,cab:1,aabbbb:1,abcac:1,acccacb:1,acacab:1,aaabc:1,aaacbb:1,abbbc:1,acbca:1,acbcb:1,acaccb:1,caab:1,cacacb:1,acaacbbb:1,aabcacb:1,aaacbcaa:1,cacb:1,acabba:1,acacbac:1,abcbac:1,abcabc:1,aacabaa:1,cacba:1,acbabab:1,ababb:1,acacbbb:1,ac:1,bcbcbc:1,aabbcc:1
330	abb,acb,aaab,abbb,aabcb,acacb,abbcab	aabbcab:5,abbcaba:3,abbacb:3,abccba:2,abbcac:2,accbac:2,accabc:2,babbca:1,abccabca:1,abcab:1,abbccabb:1,aaaabc:1,abcbab:1,aabbccaca:1,abacab:1,abbcabb:1,abababa:1,acbbac:1,bccabc:1,bab:1,accabab:1,aabcab:1,bcaa:1,cbbaccb:1,abaca:1,baacba:1,aaababbb:1,accbaaccba:1,abbcabacb:1,baaacab:1,acaba:1,abbcabc:1,abbccb:1,accbbab:1,abbbac:1,aacbac:1,accab:1,aaccbcb:1,aacabaa:1,abbcba:1,aaccbbcaab:1,acbacb:1,bbcaac:1,bacc:1,a:1,acbaa:1,aabbccaab:1,cab:1,abbccaa:1,abbcaaa:1,abbcaab:1,abbcbcbaa:1,abbbc:1,acabbaba:1,abbbcab:1,acbbbb:1,acabac:1,abcacab:1,cabcba:1,abbbaacaa:1,abbab:1,abcabc:1,accbab:1,aabccbb:1,abbccab:1,abccabb:1,aacbb:1,ca:1,accbba:1,accba:1,aabacb:1
331	abb,acb,aaab,abbb,aabcb,acacb,abbcab,aacbcb	aabcbc:4,aaabcb:3,aacbcbaa:2,aacbcba:2,aacbab:2,acabcb:2,bbacba:1,bcabbcaabb:1,acbcb:1,abbacbcb:1,acaabb:1,abcacb:1,aabcbca:1,bbacbca:1,abcabac:1,aacbcbcb:1,abccbc:1,bbacac:1,baab:1,acacabb:1,aacccb:1,bcaac:1,ccabab:1,aaacbbcb:1,aaccbcb:1,bbcaca:1,aacbacb:1,aabbbb:1,aabbccaabbcc:1,aacbca:1,aaabbbccccacb:1,aacbcab:1,acbbcb:1,acccbba:1,abbacbb:1,aaabbb:1,acbcbbcb:1,aaccbbc:1,aaacbcbb:1,aaaccb:1,accabbb:1,aacbcc:1,ababca:1,aaacbbcbb:1,aaacbcb:1,abbbbb:1,bbacca:1,acacbab:1,accab:1,bcaacb:1,c:1,abcbab:1,accccb:1,acbbaca:1,abcbcbc:1,aaccbbcb:1,aacbcbcaa:1,aaccbb:1,aaaacaaaaba:1,aaacbcbcb:1,accbab:1,aaaaabbbbb:1,abccaba:1,aabbc:1,aababcbabca:1,aabbcc:1,aaaabcab:1,abaccab:1,aaccbba:1,acbaabcab:1,aaacb:1,bb:1,bbacaca:1,aaabccb:1
332	abb,acb,aaab,abbb,aabcb,acacb,abbcab,aacbcb,abcaabb	abcaabbb:3,abcaabbcc:3,abcabbb:2,bacbbaa:2,abcacbb:2,abcaabc:2,abcaaabb:2,abbcaabb:2,abcaabba:1,abccbbcacab:1,abbcaabbb:1,abbaacc:1,acbacbb:1,cbcbbabc:1,acbbbaa:1,abbcaaabcc:1,abcabbba:1,abcabcc:1,bcabbcc:1,acbaab:1,abcbbacb:1,aacaabb:1,bcbaa:1,cbaccbb:1,acaabb:1,abcaacbb:1,aaacbcbcb:1,aaaccb:1,abcaaabbbab:1,abcaabbc:1,ccbbaabbbbb:1,abcacb:1,accbbcb:1,acccaba:1,acbaaca:1,aabcaabba:1,aabccabb:1,aabcaabcb:1,abcabc:1,acaabcc:1,abcaaaaab:1,acbaabb:1,acbaacc:1,abcabbcb:1,acbacba:1,cbaccaa:1,accbbba:1,ababc:1,bcbca:1,b:1,aaacbcb:1,abbcacb:1,acbacb:1,acabbaa:1,abacabb:1,aabaccbb:1,aaccbbccaa:1,acabc:1,ababacabaaca:1,abcaaabbb:1,abababab:1,accbaaba:1,aabbcc:1,abcababab:1,abc:1,babbc:1,abcabcb:1,aacbbabb:1,abbccaab:1,acabab:1,bac:1,abcab:1,aaabbcb:1
333	abb,acb,aaab,abbb,aabcb,acacb,abbcab,aacbcb,abcaabb,aacbaab	aaccbaab:2,aabcabb:2,aacbaabc:2,aacbacb:2,aaacbaab:2,cabbcabb:1,babcabbacba:1,abacbaab:1,aacbaabb:1,acacacabb:1,acbacab:1,ccaacca:1,abbcbaabb:1,aaabbbccbb:1,aacbaaabb:1,aabaabcaab:1,acbacca:1,bbacbbc:1,aaacccbbb:1,abacabab:1,aaabaab:1,bcaaaa:1,ccabccb:1,acbbac:1,bbcabba:1,aabbaab:1,aabbbbbb:1,abababab:1,aaaccccb:1,aacbabcb:1,aaccbba:1,abbaccab:1,abcaabbcc:1,aaacbbab:1,abcaabbc:1,abacbaaba:1,aaacaab:1,abccbaabb:1,abaacbb:1,acabacc:1,bacbaab:1,aabcaac:1,aaacbaaab:1,aabbccbb:1,acaccbaa:1,bbacbac:1,abaccab:1,bcacaca:1,bac:1,aabbbc:1,abcabca:1,acbbcb:1,acbbca:1,aaccbbbaa:1,aaaaaaaa:1,aacbaabbaca:1,acbab:1,abbbccaaccbb:1,aacbaaabaaa:1,abcaaabb:1,abcabc:1,aaabcbaaa:1,abacabcac:1,aabcbca:1,aacbaacb:1,aaacbaaabaa:1,aabaac:1,ababc:1,abaaacb:1,abbcacbb:1,accbbaab:1,ccbcabb:1,acaccab:1,accbaab:1,bcb:1,bbacaac:1,aacbcc:1,aaabaacb:1
334	abb,bba	bab:28,aab:13,cca:13,ccb:12,aabb:11,bbaa:10,aba:8,abba:5,baa:5,abbb:5,bbc:4,bbba:4,bbbaa:3,bbb:3,bb:3,bcc:3,acc:2,aaabb:2,bbac:2,cbb:2,aaa:2,abbc:2,b:2,abbabbabb:1,abc:1,aabbb:1,bbacc:1,cba:1,abbbba:1,abbbb:1,aabba:1,abbabba:1,abcc:1,bbabba:1,ccc:1,ccccc:1,aac:1,ba:1,aaaaabbbb:1,aa:1,abbca:1,babb:1,baaa:1,ab:1,abab:1
335	abb,bba,bbabba	abbabb:17,bbabbabba:10,aabaab:5,bbaabbaa:4,bbabbab:4,bbabbabb:3,bbabbaa:3,abbabbabb:2,bbabb:2,bbaabb:2,bbbaabbbaa:2,aabba:1,bbabbbaaa:1,bbbaaabb:1,aabbbb:1,bbb:1,bbab:1,abcabb:1,abbbaa:1,bbabbabbabba:1,ccbcca:1,ccaa:1,ccbccb:1,aabcca:1,abbabbabbabb:1,bbbbbb:1,bbabbaabb:1,babbab:1,aab:1,bbaabba:1,cca:1,acb:1,aabaaba:1,abab:1,ccb:1,bbbabbb:1,abba:1,ba:1,bbbbaa:1
336	abb,bba,bbabba,ababbb	bbbaba:5,ababbba:4,babaaa:4,ababbbb:3,abababab:3,bbabbabba:3,abab:3,abababa:2,ababba:2,babbba:2,bbbbaa:2,aaa:2,abbaab:2,bbabbaa:1,abababbb:1,bbaabbb:1,abbabbb:1,bbbabbb:1,aaabbb:1,aabbabb:1,bbbaaba:1,cbcbbb:1,aababb:1,bbbabba:1,abbbbabbb:1,abbaba:1,bbabbba:1,babab:1,bababab:1,aababbb:1,bbababbb:1,abbbbb:1,abbbaba:1,ababab:1,bbaabba:1,cbbcaa:1,aabac:1,bacb:1,bbabbabb:1,babbb:1,cacbbb:1,abbabbbb:1,ababbababbb:1,bc:1,aabbaab:1,abaaba:1,bbabbaba:1,ababaa:1,babba:1,bbbbaaa:1,abacaaa:1,abaabaaba:1,aabbaa:1,ababbbababbb:1,bbbbabaa:1,ab:1,aabbbb:1,bababa:1
337	abb,bba,bbabba,ababbb,abbbbbaba	baaaaabab:3,abbbbbabab:3,abbbbbababa:2,ababbbbba:2,ababbbbbaba:2,abbbaabb:1,baaaaaab:1,abbbbbbbaba:1,bbaaabbbaa:1,abbbbabb:1,baaaaaabb:1,abbbbbbabbba:1,baababbbaa:1,baaabbbaa:1,abbbbaabb:1,bbbbbaaabab:1,aaabbbbbb:1,c:1,aabbaabbaa:1,ab:1,abbbbbaaabbb:1,bbbabbbaa:1,aababbbbb:1,ba:1,aabbbba:1,ababbbbbba:1,abbbbbbab:1,bbbababbb:1,abbbbbbbbb:1,abbbbbbaba:1,babbbabba:1,ababbbba:1,bbaaaabab:1,abababbbbab:1,abbbbbabb:1,bbbbbaba:1,aababab:1,bbbbaaba:1,cbbbbcaca:1,abbacc:1,aaaab:1,abbabbabb:1,bbbaacaca:1,abbabbbbbba:1,abbbbbbbabbaa:1,ca:1,ababbbbaaba:1,aaabbbaaa:1,abbbbbabaaa:1,abababbba:1,aabbbaba:1,babababbb:1,bbbbbabab:1,abbabb:1,abbbbabba:1,abbbbaba:1,abababbbbbba:1,abbbbaaa:1,abc:1,abbbbbbababa:1,abbbbb:1,abcbbbb:1,ababbbabb:1,abbabbabaabb:1,abbbbbaabbbb:1,abababa:1,bbbbbbabb:1,ababababaa:1,bbabbabba:1,baaaaaba:1,baba:1,aa:1,bbbbbbaaa:1,aaabaaba:1,abbabbabba:1
338	abb,bba,bbabba,ababbb,abbbbbaba,bbbabbaba	ababbabbb:3,aaabaabab:3,aaabaababa:2,bbabbabbab:1,bbabaabba:1,bbbbabbbbaabb:1,bbbaabbbaa:1,babbbbbabb:1,aaabbbaaabbb:1,bbbbbabababab:1,bbbbabbbabba:1,bbabbbabb:1,abbabbbba:1,abbbbaaabbab:1,bbbbbaaab:1,ababbbbab:1,bbbabbabab:1,a:1,bbbaaabbb:1,aabbbaabba:1,abbbbabaa:1,bbb:1,aaabaacbc:1,abbbbabbaba:1,abbbbbabababa:1,ababbbbba:1,bbbabbbabab:1,abbaaabababa:1,aababbbbbaba:1,bbbabbbbababbb:1,babababababab:1,aaabbaba:1,ababbabbbb:1,ababbbaba:1,bbbbbaaabbb:1,bbbbbbaba:1,bbababbba:1,abbabaa:1,abbbababa:1,ccccbbbbaa:1,bbbbabbaba:1,cccca:1,abbbabbba:1,bbaababab:1,aaacccbca:1,bbbabbabbaa:1,ababbbabbbb:1,aaabaababab:1,ab:1,bbbbbaaabbbbaaa:1,bbbbabbba:1,bbbabbababbbab:1,abbbabbbaba:1,bbabababbb:1,abbbbbabab:1,aaabaaba:1,bbbabbabaa:1,bbbabbababbb:1,aabbaabb:1,bbabbabbaba:1,abbabbabaa:1,aaab:1,aaabaabbaba:1,bbababab:1,babbbabababa:1,bababbaba:1,bbbaaa:1,bbbbabbab:1,bbabbabb:1,baabaaaba:1,aabbababab:1,babbbabbbbaa:1,ababbaa:1,bb:1,bababa:1,ababababa:1,abababaab:1
